NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - IVAIPORA                             ,IVAIPORA,41037510,"CERRO AZUL, C E BARAO DO-EFM ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO PEDRO DO IVAI,41040589,"CONJ HAB VIRGINIO SECO, E E DO-EF ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,JARDIM ALEGRE,41038142,"CORA CORALINA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,MANOEL RIBAS,41038959,"CRISTO REI, E E DO C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,JARDIM ALEGRE,41038150,"CRISTOVAO COLOMBO, C E-EFM ETI N PROFIS",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO JOAO DO IVAI,41040210,"DIOGO A CORREIA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,GRANDES RIOS,41036956,"FLORIANO PEIXOTO, C E C MAL-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,GRANDES RIOS,41036972,"FLORIDA DO IVAI, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,LUNARDELLI,41038665,"GEREMIA LUNARDELLI, C E-EFM ETI N",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,GRANDES RIOS,41037006,"GEREMIAS LUNARDELLI, C E COM-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,GODOY MOREIRA,41036824,"GODOY MOREIRA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,MANOEL RIBAS,41378180,"GREGORIO KAEKCHOT, C E I CAC-EI EF M N",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,IVAIPORA,41037650,"IDALIA ROCHA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,CANDIDO DE ABREU,41379586,"IMPERATRIZ TERESA CRISTINA,CEC EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO JOAO DO IVAI,41040228,"JAMIL APARECIDO BONACIN, E E C PROF-EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO JOAO DO IVAI,41040317,"JOSE DE MATTOS LEAO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,IVAIPORA,41037731,"JOSE DE MATTOS LEAO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,JARDIM ALEGRE,41386957,"JOSE MARTI, C E DO C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,ROSARIO DO IVAI,41039920,"JOSE S ROSAS, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO JOAO DO IVAI,41040333,"JULIO EMERENCIANO, E E C -EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,ARIRANHA DO IVAI,41037766,"KENNEDY, C E PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,LUNARDELLI,41038738,"LEONARDO BECHER, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO PEDRO DO IVAI,41040635,"MARIZA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,MANOEL RIBAS,41039068,"NEREU RAMOS, E E C-M-EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,IVAIPORA,41037898,"NILO PECANHA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,MANOEL RIBAS,41039130,"PAULO CEZAR A SILOTO, E E DO C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,LIDIANOPOLIS,41038525,"PEDRO I, C E C D-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,MANOEL RIBAS,41039157,"RENI C GAMPER, C E PROFA-EM ETI P N",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,RIO BRANCO DO IVAI,41037235,"RIO BRANCO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,ARAPUA,41037995,"ROMEOPOLIS, C E DO C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,IVAIPORA,41038010,"SANTA BARBARA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,CANDIDO DE ABREU,41408233,"SERGIO KRIGRIVAJA LUCAS, C E I P-EI EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,SAO PEDRO DO IVAI,41040694,"VICENTE MACHADO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - IVAIPORA                             ,ROSARIO DO IVAI,41040120,"VILA UNIAO, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ABATIA,41042476,"AFRANIO PEIXOTO, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41046960,"ANESIO DE A LEITE, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41147448,"ANGELINA R VEZOZZO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JOAQUIM TAVORA,41051246,"ASSAD KALIL RICHA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ANDIRA,41042760,"BARBOSA FERRAZ, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41046552,"CAROLINA LUPION, C E C-M DONA-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CARLOPOLIS,41050835,"CAROLINA LUPION, C E-EF M N",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41354524,CEEBJA PROFA GENI SAMPAIO LEMOS -EF M,Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41374487,CENTRO EST EDUC PROFIS A MOHAMAD A HAMZE,Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JOAQUIM TAVORA,41051262,"DISTRITAL DE JOA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ANDIRA,41042794,"DURVAL RAMOS FILHO, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048326,"EDITH S PRADO DE OLIVEIRA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JOAQUIM TAVORA,41144163,"FRANCISCO BENEDETTI, C E PROF-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41046617,"GENEROSO MARQUES, C E C-M DR-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048407,"HELOISA I M RIBEIRO, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CARLOPOLIS,41050886,"HERCILIA P E SILVA, C E C-M PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO DO PINHAL,41045548,"HERMINIA LUPION, C E-EF ETI EM N",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41047141,"IMACULADA CONCEICAO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO CLARO,41047800,"JOAO DA R CHUEIRI, C E C-M DR-EF M P",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,QUATIGUA,41051556,"JOAO M DA SILVEIRA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO CLARO,41048008,"JOAQUIM A DE MOURA, C E PROF-EF M PROF N",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CARLOPOLIS,41050894,"JOAQUIM M MARQUES, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO DO PINHAL,41531850,"JORGINA B DE PAULA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41047192,"JOSE PAVAN, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41384555,"LUCY REQUIAO M E SILVA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JUNDIAI DO SUL,41047605,"LUIZ PETRINI, E E PROF-EF ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41047206,"LUIZ SETTI, C E-E F M P N",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048520,"MARIA DALILA PINTO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,BARRA DO JACARE,41046463,"MARIA F SOUZA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO CLARO,41597974,"MARIA FERREIRA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ANDIRA,41042816,"MARIO ZACARELLI, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41047273,"MARQUES DOS REIS, C E-EI EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JOAQUIM TAVORA,41051351,"MIGUEL DIAS, C E C-M -EFMP",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048547,"MONTE REAL, C E DO C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048563,"MORALINA ELEUTERIO, C E C-M DONA-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JUNDIAI DO SUL,41047630,"NICANOR BUENO MENDES, C E-EM",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ABATIA,41532112,"NIMBOEATY M AWA TIROPE, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048660,"RIO BRANCO, C E-EF ETI EM N P",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41047389,"RUI BARBOSA, C E - EFMP",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ABATIA,41042670,"RUI BARBOSA, CEC-M-EFMNP",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO DO PINHAL,41045610,"RUTH M CORREA, C E C-M-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048768,"SANTA TEREZINHA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,RIBEIRAO CLARO,41352548,"SEBASTIAO L DA SILVA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,CAMBARA,41046919,"SILVIO TAVARES, C E PROF-EF M ETI PROFIS",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,ANDIRA,41042778,"STELLA MARIS, C E C-M-E F M P",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,SANTO ANTONIO DA PLATINA,41048881,"TIRADENTES, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - JACAREZINHO                          ,JACAREZINHO,41168291,"VALMIR MOTTA DE OLIVEIRA, C E DO C - EFM",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105656,"ALTO ALEGRE, C E C- EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105176,"ALTO RECREIO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,ESPIGAO ALTO DO IGUACU,41105184,"ALVARO N DE CAMARGO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105222,"ARNALDO BUSATO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103084,"BURITI, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103092,"CANDOCA T FIDENCIO, C E I PROF-EI EFM",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103106,"CARLOS A C MACHADO, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41359690,"CASTRO ALVES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,CANTAGALO,41098463,"CAVACO, C E C DE -E F M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,CANTAGALO,41143574,CEEBJA CANTAGALO-EF M,Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41144899,CEEBJA LARANJEIRAS DO SUL-EF M,Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41157923,CENTRO EST ED PROF PROFA NAIANA B SOUZA,Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41389778,"CHICO MENDES, C E C-EI EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41557905,"CONSTRUINDO NOVOS CAMINHOS, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,CANTAGALO,41154649,"ELENIR LINKE, C E PROF-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102274,"ERICO VERISSIMO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,VIRMOND,41107012,"EURICO G DUTRA, C E GEN-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103220,"FEG-PRAG FERNANDES, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102304,"FLORIANO PEIXOTO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,PORTO BARREIRO,41102339,"GABRIELA MISTRAL, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102363,"GILDO A SCHUCK, C E PROF-EF M ETI N",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103270,"GUARAI, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103289,"GUARANI DA ESTRATEGICA, C E C-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41365879,"IRACI S STROZAK, C E DO C-EI EF M N",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41365852,"IRENO ALVES DOS SANTOS, C E C-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,DIAMANTE DO SUL,41551966,"IRMA RODRIGUES DA CRUZ, C E C -EFM",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41598180,"JOANY G DE LIMA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,MARQUINHO,41098862,"JOAO RYSICZ, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41106369,"JOAQUIM N RIBEIRO, C E C-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41355342,"JOSE ALVES DOS SANTOS, C E C-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105575,"JOSE DE ANCHIETA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41144929,"JOSE MARCONDES SOBRINHO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103408,"JOSE NER-NOR BONIFACIO, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41557891,"KO HOMU, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105613,"LAGEADO BONITO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102622,"LARANJEIRAS DO SUL, C E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,ESPIGAO ALTO DO IGUACU,41105672,"LINHA MATO QUEIMADO, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41106385,"LUDOVICA SAFRAIDER, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103483,"NESTOR DA SILVA, E E I CEL-EI EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41105869,"NUCLEO RESID PINDORAMA, C E DO-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,CANTAGALO,41099133,"OLAVO BILAC, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41388070,"OLGA BENARIO PRESTES, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,DIAMANTE DO SUL,41073037,"OSORIO DUQUE ESTRADA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,ESPIGAO ALTO DO IGUACU,41105850,"PEDRO R DE SIQUEIRA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41384709,"PINHALZINHO, C R E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,PORTO BARREIRO,41102878,"PORTO SANTANA, C E C DE - EF EM",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,DIAMANTE DO SUL,41147499,"RAIOS DO SABER, E R E-EF",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103556,"RIO DA PRATA, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41378512,"RIO DAS COBRAS, C E R I-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,NOVA LARANJEIRAS,41103572,"RUI BARBOSA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,RIO BONITO DO IGUACU,41365860,"SEBASTIAO E DA COSTA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41106075,"SIGISMUNDO, C E PE-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,ESPIGAO ALTO DO IGUACU,41106164,"VALDOMIRO TUPA P DE LIMA, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102908,"VALMIR NUNES, C E C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,LARANJEIRAS DO SUL,41102991,"VILA INDUSTRIAL, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LARANJ. DO SUL                       ,QUEDAS DO IGUACU,41106172,"VILA JOHN KENNEDY, C E C-M DA-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,LOANDA,41001060,"AFONSO CAMARGO, C E C-M PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA ISABEL DO IVAI,41003330,"ALBERICO M DA SILVA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,PLANALTINA DO PARANA,41002687,"ARTHUR DA C SILVA, C E MAL-EF ETI EM N",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,NOVA LONDRINA,41001508,"ARY J DRESCH, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,QUERENCIA DO NORTE,41002962,"CASTRO ALVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SAO PEDRO DO PARANA,41003799,"CECILIA MEIRELES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,QUERENCIA DO NORTE,41144996,"CENTRAO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,DIAMANTE DO NORTE,41383338,CENTRO EST EDUC PROFIS DO NOROESTE,Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA CRUZ DO MONTE CASTELO,41003160,"CONSTANTINO MAROCHI, C E S-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA ISABEL DO IVAI,41003420,"FERNANDO DE AZEVEDO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,LOANDA,41001192,"GUILHERME DE ALMEIDA, C E-EF M ETI N",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,QUERENCIA DO NORTE,41003020,"HUMBERTO DE CAMPOS, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA CRUZ DO MONTE CASTELO,41003195,"IVAINA, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,MARILENA,41001346,"IZABEL, C E PRINC-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SAO PEDRO DO PARANA,41003829,"JOSE DE ANCHIETA, E E C PE-EF",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,LOANDA,41001222,"LAMARTINE R SOARES, CEC-M DR - EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,ITAUNA DO SUL,41000978,"MACHADO DE ASSIS, EE C-M-EF",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,PORTO RICO,41002873,"MANOEL ROMAO NETTO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA ISABEL DO IVAI,41003497,"NARCIZO MENDES, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,NOVA LONDRINA,41357388,"NOVA LONDRINA, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,LOANDA,41001257,"PARANA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,DIAMANTE DO NORTE,41000625,"REYNALDO MASSI, C E-E F M ETI",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,ITAUNA DO SUL,41001001,"RUI BARBOSA, C E-EM",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA CRUZ DO MONTE CASTELO,41003276,"SANTA ESMERALDA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA MONICA,41003616,"SANTA MONICA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,SANTA CRUZ DO MONTE CASTELO,41003292,"SANTOS DUMONT, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LOANDA                               ,NOVA LONDRINA,41001672,"VALE DO TIGRE, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028996,"11 DE OUTUBRO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ALVORADA DO SUL,41021266,"14 DE DEZEMBRO, C E-EF M ETI N P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029500,"ADELIA D BARBOSA, C E C-M PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029542,"ALBINO FEIJO SANCHES,CE - EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032489,"ALTAIR APARECIDO CARNEIRO,CE PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029623,"ANA MOLINA GARCIA, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ALVORADA DO SUL,41021100,"ANASTACIO CEREZINE, E E C-M-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028406,"ANDREA NUZZI, C E C-M MAESTRO-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029712,"ANTONIO DE MORAES BARROS, C E-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029143,"ANTONIO IGLESIAS, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028430,"ANTONIO RAMINELLI, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,MIRASELVA,41021819,"ARNALDO BUSATO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAFEARA,41019350,"ARTHUR DA C SILVA, C E PRES-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028457,"ATTILIO CODATO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029151,"BASILIO DE LUCCA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029909,"BEAHIR EDNA MENDONCA,CE PROFA-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029917,"BENEDITA R REZENDE, C E PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,TAMARANA,41150937,"BENEDITO ROKAG, C E I-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41029925,"BENJAMIN CONSTANT, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,BELA VISTA DO PARAISO,41021371,"BRASILIO DE ARAUJO, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41373260,"CARLOS A MUNGO GENEZ, C E PROF-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030125,"CARLOS DE ALMEIDA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,GUARACI,41019830,"CARMELA DUTRA, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41146042,"CASSIO LEITE MACHADO, E E PROF-EF",Ativo
