NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063384,"SANTA MARIA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IMBITUVA,41110080,"SANTO ANTONIO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061748,"SAO JUDAS TADEU, C E C-M-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060814,"SAO SEBASTIAO DO MARACANA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063481,"SIRLEY JAGAS, C E PROFA-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060911,"VESPASIANO C MELLO,C E MJR-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,SAO JOAO DO TRIUNFO,41598164,"VILA PALMIRA, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378946,"VILA VELHA, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CARAMBEI,41148630,"ZILDA ARNS NEUMANN, C E C DRA - EFM",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41361750,"ALBANO G MARTINS, C E C PREF-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,VENTANIA,41057198,"ALBERTO DA SILVA PARANA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41054903,"ALBERTO KURCHEIDT, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41053761,"ALTAIR MONGRUEL, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,SAPOPEMA,41050460,"ANADIR M DA COSTA, C E C PROFA-E F M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,CURIUVA,41048970,"ANISIO AFONSO FERREIRA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056035,"BELA VISTA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41053907,"BENTO M ROCHA NETTO, C E C DR-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056051,"BOM JESUS, E E-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41145704,"CAMPINAS BELAS, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41361032,CEEBJA PROFA RONILCE A G MAINARDES-EF M,Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,SAPOPEMA,41166035,CENTRO EST EDUC PROFIS AG SALTO DAS ORQU,Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41162099,CENTRO EST EDUC PROFIS FL AG DE ORTIG,Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41053958,"CRISPIM GY MU, C E I CACIQUE-EI EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056140,"CUSTODIO NETTO, C E C-M PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,SAPOPEMA,41050525,"EFIGENIA DE PAULA LUZ, C E C - E F M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,CURIUVA,41049047,"GABRIEL ROSA, C E PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41145690,"GREGORIO SZEREMETA, C E C-M-EF M P",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056221,"GREGORIO TEIXEIRA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41055446,"HELENA R FIORAVANTE, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41380266,"IZAIAS RAFAEL DA SILVA, C E C-EFM",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,CURIUVA,41362330,"JANDIRA FERREIRA ROSAS, C E-EFM",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056264,"JARDIM ALEGRE, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41387678,"JOAO LUCIO DE ALMEIDA, C E C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,CURIUVA,41049098,"JOSE DE ALENCAR, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056302,"JOSE DE ANCHIETA, E E PE-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056337,"LUIZ VIEIRA, E E DR-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054350,"MACHADO DE ASSIS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41055624,"MANOEL A GOMES, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056361,"MARCELINO NOGUEIRA, C E C-M DR-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056388,"MARIA AP M S PEREIRA, C E C-M PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,IMBAU,41150929,"MARIA DAS G C DI MARIO, C E PROFA -EFMP",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,CURIUVA,41049160,"MARIA DIVA R DE PROENCA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41145038,"MARIA L GUIMARAES, C E-EF M P",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054415,"MONJOLINHO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056396,"NOSSA SRA DE FATIMA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41388020,"NUR-FE, E E I CACIQUE-EI EF",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,VENTANIA,41057333,"PEDRO MARCONDES RIBAS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054610,"PLINIO FRANCO F DA COSTA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41361040,"SAO FRANCISCO DE ASSIS, C E-E F M ETI P",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056540,"SAO PEDRO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,SAPOPEMA,41050762,"SAPOPEMA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054784,"TANCREDO A NEVES, C E C DR-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,IMBAU,41056574,"TANCREDO NEVES, C E PRES-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,RESERVA,41055900,"TEOFILA NASSAR JANGADA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054806,"TEOTONIO VILELLA, C E C DR-EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,IMBAU,41357043,"TEREZINHA L OLIVEIRA, C E C-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056620,"VARGAS, C E C-M PRES-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,ORTIGUEIRA,41054873,"VISTA ALEGRE, C E C -EI EF M",Ativo
NUCLEO REG. EDUCACAO - TELEMACO BORBA                       ,TELEMACO BORBA,41056639,"WOLFF KLABIN, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41389506,"ADROALDO A COLOMBO, C A E - ED PROFISS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41067819,"ALTO ALEGRE, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41067827,"ANTONIO CARLOS GOMES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068203,"ANTONIO J REIS, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065174,"ANTONIO M CERETTA, C E-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,DIAMANTE DO OESTE,41390105,"ARAJU PORA, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41165896,"ARANDU GUARANI, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41067843,"ARTHUR C E SILVA, C E PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068254,"ATTILIO FONTANA, C E SEN-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068262,"AUGUSTINHO DONIN, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068289,"AYRTON SENNA DA SILVA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068319,"BOA VISTA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068327,"BOM PRINCIPIO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068394,"CASTELO BRANCO, C E PRES-EM N PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARIPA,41065859,"CASTRO ALVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41145771,CEEBJA DE TOLEDO-EF M,Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41359976,CEEBJA PALOTINA-EF M,Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41145780,CEEBJA SANTA HELENA-EF M,Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41360818,CEEBJA VALDIR FERNANDES-EF M,Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41153081,CENTRO EST EDUC PROFIS PAULO R SOUZA,Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068459,"DARIO VELLOZO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065344,"DEALMO S POERSCH, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068475,"DEZ DE MAIO, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,DIAMANTE DO OESTE,41064100,"DIAMANTE D OESTE, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066510,"DOMINGOS FCO ZARDO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068483,"EDWINO SCHERER, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065387,"ERON DOMINGUES, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MERCEDES,41065999,"ERONILDES FRANCENER, E E C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068505,"ESPERANCA F COVATTI, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066537,"EUGENIO GARMATZ, C E DO C PROF-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SAO PEDRO DO IGUACU,41067630,"EVALDO TALYULY, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068548,"FRANCISCO G DE LIMA, C E VER-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065425,"FRENTINO SACKSER, C E C-M-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,NOVA SANTA ROSA,41066154,"GASPAR DUTRA, C E MAL-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067029,"GRACILIANO RAMOS, C E C-M-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067061,"HUMBERTO DE A C BRANCO, C E-M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,ENTRE RIOS DO OESTE,41064275,"ILDO JOSE FRITZEN, C E PROF-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41064682,"JAIME RODRIGUES, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068637,"JARDIM EUROPA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068645,"JARDIM GISELLA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068653,"JARDIM MARACANA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068661,"JARDIM PORTO ALEGRE, C E-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41360826,"JARDIM ZEBALLOS, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068688,"JOAO ARNALDO RITT, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068696,"JOAO C FERREIRA, E E DR-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067134,"JOSE BIESDORF, E E C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,DIAMANTE DO OESTE,41388984,"KUAA MBO E, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MERCEDES,41066073,"LEONILDA PAPEN, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068807,"LUIZ AUGUSTO M REGO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065522,"MARGARIDA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41064747,"MARIA BOLWERK, E E DO C PROFA-EF ETI",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41068130,"MARIA C DINIZ CUNHA, E E DO C PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41624939,"MBYJA PORA, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41064780,"MENDES GONCALVES, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065557,"MONTEIRO LOBATO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065441,"NILSO FRANCESKI, C E DO C PROF-EFM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068955,"NOVA CONCORDIA, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068980,"NOVO HORIZONTE, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41068998,"NOVO SARANDI, C E DO CAMPO C-M -EFM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41069005,"NOVO SOBRADINHO, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065565,"NOVO TRES PASSOS, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41069056,"OURO PRETO, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,OURO VERDE DO OESTE,41066359,"OURO VERDE, C E DE-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PATO BRAGADO,41066847,"PATO BRAGADO, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41415027,"PAULO FREIRE, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARIPA,41065930,"PIO XII, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,NOVA SANTA ROSA,41066219,"PLANALTO, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065646,"PORTO MENDES, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,QUATRO PONTES,41066898,"QUATRO PONTES, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066685,"RIO BRANCO, C E C-M BAR DO-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,OURO VERDE DO OESTE,41066367,"ROMUALDO PEITER, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065662,"RONDON, C E C-M MAL-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41064887,"ROOSEVELT, C E PRES-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,GUAIRA,41064895,"SAMUEL BENCK, C E DO C VER-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TERRA ROXA,41068114,"SANTA RITA D OESTE, C E C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066723,"SANTA TEREZINHA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066731,"SANTO AGOSTINHO, C E-EF M ETI P N",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067347,"SANTOS DUMONT, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067355,"SAO FRANCISCO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SAO JOSE DAS PALMEIRAS,41067550,"SAO JOSE, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41069315,"SAO LUIZ DOESTE, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SAO PEDRO DO IGUACU,41067738,"SAO PEDRO, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067339,"SAO ROQUE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066766,"SHIRLEY SAURIN, E E PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,PALOTINA,41066774,"TANCREDO NEVES, E E-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41145798,"TEOTONIO VILELA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41379748,"TOLEDO, C A E DE-EM PROF INTEGRADO",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,SANTA HELENA,41067428,"VERONICA ZIMERMANN, C E C PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,TOLEDO,41069439,"VILA IPIRANGA, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,NOVA SANTA ROSA,41066243,"VINICIUS DE MORAES, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - TOLEDO                               ,MARECHAL CANDIDO RONDON,41065824,"ZULMIRO TRENTO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ALTO PIQUIRI,41357310,"ALTO PIQUIRI, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,PEROBAL,41007549,"ANA NERI, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ALTONIA,41004086,"ANALIA FRANCO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,CRUZEIRO DO OESTE,41004957,"ANCHIETA, C E C-M-EF M N",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,IPORA,41006011,"ANTENOR P DOS SANTOS, C E DR-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ICARAIMA,41005767,"ANTONIO F F COSTA, C E DES-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,FRANCISCO ALVES,41005473,"ANTONIO VIEIRA, E E C PE-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ESPERANCA NOVA,41007077,"ARTHUR DA C SILVA, C E MAL-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,FRANCISCO ALVES,41005481,"BAIRRO CATARINENSE, C E C DO-EF M",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ICARAIMA,41005775,"BENJAMIN CONSTANT, E E C -EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,UMUARAMA,41007670,"BENTO MOSSURUNGA, C E-EF ETI EM N P",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,MARIA HELENA,41006437,"CARBONERA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,XAMBRE,41008952,"CASA BRANCA, E E C DE - EF ETI",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,TAPIRA,41007280,"CASTELO BRANCO, E E C-M PRES-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,NOVA OLIMPIA,41006976,"CAXIAS, C E DQ DE-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,ALTO PIQUIRI,41004574,"CAXIAS, E E C DQ DE-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,CRUZEIRO DO OESTE,41157109,CEEBJA PROF JOAO DA LUZ DA S CORREA-EF M,Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,UMUARAMA,41357299,CEEBJA UMUARAMA-EF M,Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,DOURADINA,41352947,"CLEORACY APARECIDA GIL, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,CRUZEIRO DO OESTE,41005090,"CRUZEIRO DO OESTE, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,DOURADINA,41005384,"DOURADINA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,UMUARAMA,41007875,"DURVAL SEIFERT, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,XAMBRE,41008987,"ELIZA, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,IVATE,41006275,"GETULIO VARGAS, C E C PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - UMUARAMA                             ,CAFEZAL DO SUL,41004809,"GUAIPORA, E E C DE-EF",Ativo
